File,Line,Text,Suggested Key
"lib\notificationService.ts",273,"Error getting agents for notification:","lib.notificationservice.error_getting_agents_for_notif"
"lib\notificationService.ts",301,"Error creating ticket notifications:","lib.notificationservice.error_creating_ticket_notifica"
"lib\notificationService.ts",308,"Exception in createTicketCreatedNotification:","lib.notificationservice.exception_in_createticketcreat"
"lib\notificationService.ts",341,"Error creating assignment notification:","lib.notificationservice.error_creating_assignment_noti"
"lib\notificationService.ts",348,"Exception in createTicketAssignedNotification:","lib.notificationservice.exception_in_createticketassig"
"lib\notificationService.ts",383,"Error creating status notification:","lib.notificationservice.error_creating_status_notifica"
"lib\notificationService.ts",389,"Error in createTicketStatusNotification:","lib.notificationservice.error_in_createticketstatusnot"
"lib\notificationService.ts",407,"Error getting ticket for comment notification:","lib.notificationservice.error_getting_ticket_for_comme"
"lib\notificationService.ts",457,"Error creating comment notifications:","lib.notificationservice.error_creating_comment_notific"
"lib\notificationService.ts",466,"Exception in createCommentNotification:","lib.notificationservice.exception_in_createcommentnoti"
"lib\notificationService.ts",577,"Error creating SLA warning notification:","lib.notificationservice.error_creating_sla_warning_not"
"lib\notificationService.ts",584,"Exception in createSLAWarningNotification:","lib.notificationservice.exception_in_createslawarningn"
"lib\notificationService.ts",617,"Error creating SLA breach notification:","lib.notificationservice.error_creating_sla_breach_noti"
"lib\notificationService.ts",624,"Exception in createSLABreachNotification:","lib.notificationservice.exception_in_createslabreachno"
"lib\notificationService.ts",657,"Error creating first response notification:","lib.notificationservice.error_creating_first_response_"
"lib\notificationService.ts",663,"Error in createFirstResponseNotification:","lib.notificationservice.error_in_createfirstresponseno"
"lib\notificationService.ts",686,"Error creating feedback request notification:","lib.notificationservice.error_creating_feedback_reques"
"lib\notificationService.ts",692,"Error in createFeedbackRequestNotification:","lib.notificationservice.error_in_createfeedbackrequest"
"lib\notificationService.ts",71,"Error fetching notifications:","lib.notificationservice.error_fetching_notifications"
"lib\notificationService.ts",112,"Error in getNotifications:","lib.notificationservice.error_in_getnotifications"
"lib\notificationService.ts",129,"Error getting unread count:","lib.notificationservice.error_getting_unread_count"
"lib\notificationService.ts",135,"Error in getUnreadCount:","lib.notificationservice.error_in_getunreadcount"
"lib\notificationService.ts",154,"Error marking notification as read:","lib.notificationservice.error_marking_notification_as_"
"lib\notificationService.ts",160,"Exception in markAsRead:","lib.notificationservice.exception_in_markasread"
"lib\notificationService.ts",180,"Error marking all notifications as read:","lib.notificationservice.error_marking_all_notification"
"lib\notificationService.ts",186,"Exception in markAllAsRead:","lib.notificationservice.exception_in_markallasread"
"lib\notificationService.ts",202,"Error deleting notification:","lib.notificationservice.error_deleting_notification"
"lib\notificationService.ts",208,"Exception in deleteNotification:","lib.notificationservice.exception_in_deletenotificatio"
"lib\notificationService.ts",220,"🔔 Setting up real-time subscription for user:","lib.notificationservice._setting_up_realtime_subscript"
"lib\notificationService.ts",237,"🔔 [Realtime] Notification INSERT:","lib.notificationservice._realtime_notification_insert"
"lib\notificationService.ts",250,"🔔 [Realtime] Notification UPDATE:","lib.notificationservice._realtime_notification_update"
"lib\notificationService.ts",255,"🔔 Subscription status:","lib.notificationservice._subscription_status"
"lib\notificationService.ts",273,"Error getting agents for notification:","lib.notificationservice.error_getting_agents_for_notif"
"lib\notificationService.ts",301,"Error creating ticket notifications:","lib.notificationservice.error_creating_ticket_notifica"
"lib\notificationService.ts",308,"Exception in createTicketCreatedNotification:","lib.notificationservice.exception_in_createticketcreat"
"lib\notificationService.ts",341,"Error creating assignment notification:","lib.notificationservice.error_creating_assignment_noti"
"lib\notificationService.ts",345,"✅ Created ticket assignment notification","lib.notificationservice._created_ticket_assignment_not"
"lib\notificationService.ts",348,"Exception in createTicketAssignedNotification:","lib.notificationservice.exception_in_createticketassig"
"lib\notificationService.ts",383,"Error creating status notification:","lib.notificationservice.error_creating_status_notifica"
"lib\notificationService.ts",389,"Error in createTicketStatusNotification:","lib.notificationservice.error_in_createticketstatusnot"
"lib\notificationService.ts",407,"Error getting ticket for comment notification:","lib.notificationservice.error_getting_ticket_for_comme"
"lib\notificationService.ts",457,"Error creating comment notifications:","lib.notificationservice.error_creating_comment_notific"
"lib\notificationService.ts",466,"Exception in createCommentNotification:","lib.notificationservice.exception_in_createcommentnoti"
"lib\notificationService.ts",577,"Error creating SLA warning notification:","lib.notificationservice.error_creating_sla_warning_not"
"lib\notificationService.ts",581,"✅ SLA warning notification created successfully","lib.notificationservice._sla_warning_notification_crea"
"lib\notificationService.ts",584,"Exception in createSLAWarningNotification:","lib.notificationservice.exception_in_createslawarningn"
"lib\notificationService.ts",617,"Error creating SLA breach notification:","lib.notificationservice.error_creating_sla_breach_noti"
"lib\notificationService.ts",621,"🚨 SLA breach notification created successfully","lib.notificationservice._sla_breach_notification_creat"
"lib\notificationService.ts",624,"Exception in createSLABreachNotification:","lib.notificationservice.exception_in_createslabreachno"
"lib\notificationService.ts",657,"Error creating first response notification:","lib.notificationservice.error_creating_first_response_"
"lib\notificationService.ts",663,"Error in createFirstResponseNotification:","lib.notificationservice.error_in_createfirstresponseno"
"lib\notificationService.ts",686,"Error creating feedback request notification:","lib.notificationservice.error_creating_feedback_reques"
"lib\notificationService.ts",692,"Error in createFeedbackRequestNotification:","lib.notificationservice.error_in_createfeedbackrequest"
"lib\queryUtils.ts",14,"Promise","lib.queryutils.promise"
"lib\reopen-service.ts",114,"Ticket não encontrado","lib.reopen-service.ticket_no_encontrado"
"lib\reopen-service.ts",118,"Apenas tickets fechados podem ser reabertos","lib.reopen-service.apenas_tickets_fechados_podem_"
"lib\reopen-service.ts",123,"Apenas o criador do ticket pode solicitar reabertura","lib.reopen-service.apenas_o_criador_do_ticket_pod"
"lib\reopen-service.ts",135,"Já existe uma solicitação de reabertura pendente para este ticket","lib.reopen-service.j_existe_uma_solicitao_de_reab"
"lib\reopen-service.ts",166,"Error creating reopen request:","lib.reopen-service.error_creating_reopen_request"
"lib\reopen-service.ts",254,"Error creating notification:","lib.reopen-service.error_creating_notification"
"lib\reopen-service.ts",262,"Error in createNotification:","lib.reopen-service.error_in_createnotification"
"lib\reopen-service.ts",289,"Um usuário solicitou a reabertura de um ticket fechado.","lib.reopen-service.um_usurio_solicitou_a_reabertu"
"lib\reopen-service.ts",352,"Error checking reopen permissions:","lib.reopen-service.error_checking_reopen_permissi"
"lib\reopen-service.ts",158,"⚠️ Failed to notify agents about reopen request:","lib.reopen-service._failed_to_notify_agents_about"
"lib\reopen-service.ts",166,"Error creating reopen request:","lib.reopen-service.error_creating_reopen_request"
"lib\reopen-service.ts",254,"Error creating notification:","lib.reopen-service.error_creating_notification"
"lib\reopen-service.ts",259,"Notification created successfully:","lib.reopen-service.notification_created_successfu"
"lib\reopen-service.ts",262,"Error in createNotification:","lib.reopen-service.error_in_createnotification"
"lib\reopen-service.ts",352,"Error checking reopen permissions:","lib.reopen-service.error_checking_reopen_permissi"
"lib\scheduledTasks.ts",21,"❌ Error in auto-close task:","lib.scheduledtasks._error_in_autoclose_task"
"lib\scheduledTasks.ts",36,"❌ Error in SLA check task:","lib.scheduledtasks._error_in_sla_check_task"
"lib\scheduledTasks.ts",64,"❌ Error in manual auto-close task:","lib.scheduledtasks._error_in_manual_autoclose_tas"
"lib\scheduledTasks.ts",79,"❌ Error in manual SLA check task:","lib.scheduledtasks._error_in_manual_sla_check_tas"
"lib\scheduledTasks.ts",10,"🕐 Starting scheduled tasks...","lib.scheduledtasks._starting_scheduled_tasks"
"lib\scheduledTasks.ts",15,"🔄 Running auto-close task...","lib.scheduledtasks._running_autoclose_task"
"lib\scheduledTasks.ts",21,"❌ Error in auto-close task:","lib.scheduledtasks._error_in_autoclose_task"
"lib\scheduledTasks.ts",28,"🔄 Running SLA check task...","lib.scheduledtasks._running_sla_check_task"
"lib\scheduledTasks.ts",33,"✅ SLA Check: No warnings or breaches detected","lib.scheduledtasks._sla_check_no_warnings_or_brea"
"lib\scheduledTasks.ts",36,"❌ Error in SLA check task:","lib.scheduledtasks._error_in_sla_check_task"
"lib\scheduledTasks.ts",41,"✅ Scheduled tasks started","lib.scheduledtasks._scheduled_tasks_started"
"lib\scheduledTasks.ts",48,"🛑 Stopping scheduled tasks...","lib.scheduledtasks._stopping_scheduled_tasks"
"lib\scheduledTasks.ts",51,"✅ Scheduled tasks stopped","lib.scheduledtasks._scheduled_tasks_stopped"
"lib\scheduledTasks.ts",58,"🔄 Running manual auto-close task...","lib.scheduledtasks._running_manual_autoclose_task"
"lib\scheduledTasks.ts",64,"❌ Error in manual auto-close task:","lib.scheduledtasks._error_in_manual_autoclose_tas"
"lib\scheduledTasks.ts",73,"🔄 Running manual SLA check task...","lib.scheduledtasks._running_manual_sla_check_task"
"lib\scheduledTasks.ts",79,"❌ Error in manual SLA check task:","lib.scheduledtasks._error_in_manual_sla_check_tas"
"lib\securityAuditService.ts",61,"🔒 SecurityAuditService: Failed to log security event:","lib.securityauditservice._securityauditservice_failed_t"
"lib\securityAuditService.ts",68,"🔒 SecurityAuditService: Exception while logging security event:","lib.securityauditservice._securityauditservice_exceptio"
"lib\securityAuditService.ts",213,"🔒 SecurityAuditService: Failed to fetch audit logs:","lib.securityauditservice._securityauditservice_failed_t"
"lib\securityAuditService.ts",219,"🔒 SecurityAuditService: Exception while fetching audit logs:","lib.securityauditservice._securityauditservice_exceptio"
"lib\securityAuditService.ts",248,"🔒 SecurityAuditService: Failed to fetch audit stats:","lib.securityauditservice._securityauditservice_failed_t"
"lib\securityAuditService.ts",278,"🔒 SecurityAuditService: Exception while fetching audit stats:","lib.securityauditservice._securityauditservice_exceptio"
"lib\securityAuditService.ts",38,"🔒 SecurityAuditService: Logging security event:","lib.securityauditservice._securityauditservice_logging_"
"lib\securityAuditService.ts",61,"🔒 SecurityAuditService: Failed to log security event:","lib.securityauditservice._securityauditservice_failed_t"
"lib\securityAuditService.ts",65,"🔒 SecurityAuditService: Security event logged successfully","lib.securityauditservice._securityauditservice_security"
"lib\securityAuditService.ts",68,"🔒 SecurityAuditService: Exception while logging security event:","lib.securityauditservice._securityauditservice_exceptio"
"lib\securityAuditService.ts",213,"🔒 SecurityAuditService: Failed to fetch audit logs:","lib.securityauditservice._securityauditservice_failed_t"
"lib\securityAuditService.ts",219,"🔒 SecurityAuditService: Exception while fetching audit logs:","lib.securityauditservice._securityauditservice_exceptio"
"lib\securityAuditService.ts",248,"🔒 SecurityAuditService: Failed to fetch audit stats:","lib.securityauditservice._securityauditservice_failed_t"
"lib\securityAuditService.ts",278,"🔒 SecurityAuditService: Exception while fetching audit stats:","lib.securityauditservice._securityauditservice_exceptio"
"lib\supabase.ts",88,"Error checking session readiness:","lib.supabase.error_checking_session_readine"
"lib\supabase.ts",64,"No valid session found for realtime","lib.supabase.no_valid_session_found_for_rea"
"lib\supabase.ts",73,"Session expired, not ready for realtime","lib.supabase.session_expired_not_ready_for_"
"lib\supabase.ts",81,"Session expires very soon, waiting for refresh","lib.supabase.session_expires_very_soon_wait"
"lib\supabase.ts",88,"Error checking session readiness:","lib.supabase.error_checking_session_readine"
"lib\translationUtils.ts",163,"[formatDateWithTranslation] Error formatting date:","lib.translationutils.formatdatewithtranslation_erro"
"lib\translationUtils.ts",183,"[formatNumberWithTranslation] Error formatting number:","lib.translationutils.formatnumberwithtranslation_er"
"lib\translationUtils.ts",207,"[formatCurrencyWithTranslation] Error formatting currency:","lib.translationutils.formatcurrencywithtranslation_"
"lib\translationUtils.ts",163,"[formatDateWithTranslation] Error formatting date:","lib.translationutils.formatdatewithtranslation_erro"
"lib\translationUtils.ts",183,"[formatNumberWithTranslation] Error formatting number:","lib.translationutils.formatnumberwithtranslation_er"
"lib\translationUtils.ts",207,"[formatCurrencyWithTranslation] Error formatting currency:","lib.translationutils.formatcurrencywithtranslation_"
"lib\uploadService.ts",21,"Authentication error:","lib.uploadservice.authentication_error"
"lib\uploadService.ts",25,"Usuário não autenticado.","lib.uploadservice.usurio_no_autenticado"
"lib\uploadService.ts",36,"Tipo de arquivo não suportado. Use JPEG, PNG, GIF ou WebP.","lib.uploadservice.tipo_de_arquivo_no_suportado_u"
"lib\uploadService.ts",46,"Arquivo muito grande. Tamanho máximo: 5MB.","lib.uploadservice.arquivo_muito_grande_tamanho_m"
"lib\uploadService.ts",69,"Upload error:","lib.uploadservice.upload_error"
"lib\uploadService.ts",88,"Upload service error:","lib.uploadservice.upload_service_error"
"lib\uploadService.ts",92,"Erro inesperado ao fazer upload.","lib.uploadservice.erro_inesperado_ao_fazer_uploa"
"lib\uploadService.ts",115,"Error deleting existing avatar:","lib.uploadservice.error_deleting_existing_avatar"
"lib\uploadService.ts",137,"Tipo de arquivo não suportado.","lib.uploadservice.tipo_de_arquivo_no_suportado"
"lib\uploadService.ts",147,"Arquivo muito grande. Tamanho máximo: 50MB.","lib.uploadservice.arquivo_muito_grande_tamanho_m"
"lib\uploadService.ts",164,"Attachment upload error:","lib.uploadservice.attachment_upload_error"
"lib\uploadService.ts",168,"Erro ao fazer upload do anexo.","lib.uploadservice.erro_ao_fazer_upload_do_anexo"
"lib\uploadService.ts",178,"Error creating signed URL:","lib.uploadservice.error_creating_signed_url"
"lib\uploadService.ts",182,"Erro ao gerar URL do anexo.","lib.uploadservice.erro_ao_gerar_url_do_anexo"
"lib\uploadService.ts",192,"Attachment upload service error:","lib.uploadservice.attachment_upload_service_erro"
"lib\uploadService.ts",196,"Erro inesperado ao fazer upload do anexo.","lib.uploadservice.erro_inesperado_ao_fazer_uploa"
"lib\uploadService.ts",211,"Delete attachment error:","lib.uploadservice.delete_attachment_error"
"lib\uploadService.ts",212,"Erro ao deletar anexo.","lib.uploadservice.erro_ao_deletar_anexo"
"lib\uploadService.ts",217,"Delete attachment service error:","lib.uploadservice.delete_attachment_service_erro"
"lib\uploadService.ts",218,"Erro inesperado ao deletar anexo.","lib.uploadservice.erro_inesperado_ao_deletar_ane"
"lib\uploadService.ts",232,"Error creating signed URL:","lib.uploadservice.error_creating_signed_url"
"lib\uploadService.ts",233,"Erro ao gerar URL do anexo.","lib.uploadservice.erro_ao_gerar_url_do_anexo"
"lib\uploadService.ts",238,"Get attachment URL service error:","lib.uploadservice.get_attachment_url_service_err"
"lib\uploadService.ts",239,"Erro inesperado ao gerar URL do anexo.","lib.uploadservice.erro_inesperado_ao_gerar_url_d"
"lib\uploadService.ts",15,"Starting avatar upload for user:","lib.uploadservice.starting_avatar_upload_for_use"
"lib\uploadService.ts",16,"File details:","lib.uploadservice.file_details"
"lib\uploadService.ts",21,"Authentication error:","lib.uploadservice.authentication_error"
"lib\uploadService.ts",28,"User authenticated:","lib.uploadservice.user_authenticated"
"lib\uploadService.ts",53,"Generated filename:","lib.uploadservice.generated_filename"
"lib\uploadService.ts",59,"Uploading file to avatars bucket...","lib.uploadservice.uploading_file_to_avatars_buck"
"lib\uploadService.ts",69,"Upload error:","lib.uploadservice.upload_error"
"lib\uploadService.ts",88,"Upload service error:","lib.uploadservice.upload_service_error"
"lib\uploadService.ts",115,"Error deleting existing avatar:","lib.uploadservice.error_deleting_existing_avatar"
"lib\uploadService.ts",164,"Attachment upload error:","lib.uploadservice.attachment_upload_error"
"lib\uploadService.ts",178,"Error creating signed URL:","lib.uploadservice.error_creating_signed_url"
"lib\uploadService.ts",192,"Attachment upload service error:","lib.uploadservice.attachment_upload_service_erro"
"lib\uploadService.ts",211,"Delete attachment error:","lib.uploadservice.delete_attachment_error"
"lib\uploadService.ts",217,"Delete attachment service error:","lib.uploadservice.delete_attachment_service_erro"
"lib\uploadService.ts",232,"Error creating signed URL:","lib.uploadservice.error_creating_signed_url"
"lib\uploadService.ts",238,"Get attachment URL service error:","lib.uploadservice.get_attachment_url_service_err"
"lib\__tests__\networkErrorHandler.test.ts",12,"TypeError: Failed to fetch","__tests__.networkerrorhandler.test.typeerror_failed_to_fetch"
"lib\__tests__\networkErrorHandler.test.ts",25,"Failed to fetch","__tests__.networkerrorhandler.test.failed_to_fetch"
"lib\__tests__\networkErrorHandler.test.ts",37,"NetworkError when attempting to fetch resource","__tests__.networkerrorhandler.test.networkerror_when_attempting_t"
"lib\__tests__\networkErrorHandler.test.ts",49,"Request timeout","__tests__.networkerrorhandler.test.request_timeout"
"lib\__tests__\networkErrorHandler.test.ts",61,"Some other error","__tests__.networkerrorhandler.test.some_other_error"
"lib\__tests__\networkErrorHandler.test.ts",75,"Failed to fetch","__tests__.networkerrorhandler.test.failed_to_fetch"
"lib\__tests__\networkErrorHandler.test.ts",80,"Failed to fetch","__tests__.networkerrorhandler.test.failed_to_fetch"
"lib\__tests__\networkErrorHandler.test.ts",90,"Some other error","__tests__.networkerrorhandler.test.some_other_error"
"lib\__tests__\networkErrorHandler.test.ts",96,"Failed to fetch","__tests__.networkerrorhandler.test.failed_to_fetch"
"lib\__tests__\networkErrorHandler.test.ts",100,"Failed to fetch","__tests__.networkerrorhandler.test.failed_to_fetch"
"lib\__tests__\networkErrorHandler.test.ts",117,"Failed to fetch","__tests__.networkerrorhandler.test.failed_to_fetch"
"lib\__tests__\networkErrorHandler.test.ts",131,"Some other error","__tests__.networkerrorhandler.test.some_other_error"
"pages\AgentDashboard.tsx",302,"Refresh","agentdashboard.refresh"
"pages\AgentDashboard.tsx",302,"span","agentdashboard.span"
"pages\AllAgentTicketsPage.tsx",190,"Access Denied","allagenttickets.access_denied"
"pages\AllAgentTicketsPage.tsx",215,"View and manage open and in-progress tickets assigned to all agents","allagenttickets.view_and_manage_open_and_inpro"
"pages\AllAgentTicketsPage.tsx",228,"Refresh","allagenttickets.refresh"
"pages\AllAgentTicketsPage.tsx",238,"Total Tickets","allagenttickets.total_tickets"
"pages\AllAgentTicketsPage.tsx",252,"Created Today","allagenttickets.created_today"
"pages\AllAgentTicketsPage.tsx",266,"This Week","allagenttickets.this_week"
"pages\AllAgentTicketsPage.tsx",280,"Avg Resolution","allagenttickets.avg_resolution"
"pages\AllAgentTicketsPage.tsx",300,"Filter Options","allagenttickets.filter_options"
"pages\AllAgentTicketsPage.tsx",307,"Search","allagenttickets.search"
"pages\AllAgentTicketsPage.tsx",323,"Assigned Agent","allagenttickets.assigned_agent"
"pages\AllAgentTicketsPage.tsx",331,"All Agents","allagenttickets.all_agents"
"pages\AllAgentTicketsPage.tsx",333,"Error loading agents","allagenttickets.error_loading_agents"
"pages\AllAgentTicketsPage.tsx",351,"Status","allagenttickets.status"
"pages\AllAgentTicketsPage.tsx",359,"All Statuses","allagenttickets.all_statuses"
"pages\AllAgentTicketsPage.tsx",360,"Open","allagenttickets.open"
"pages\AllAgentTicketsPage.tsx",361,"In Progress","allagenttickets.in_progress"
"pages\AllAgentTicketsPage.tsx",368,"Priority","allagenttickets.priority"
"pages\AllAgentTicketsPage.tsx",376,"All Priorities","allagenttickets.all_priorities"
"pages\AllAgentTicketsPage.tsx",377,"Low","allagenttickets.low"
"pages\AllAgentTicketsPage.tsx",378,"Medium","allagenttickets.medium"
"pages\AllAgentTicketsPage.tsx",379,"High","allagenttickets.high"
"pages\AllAgentTicketsPage.tsx",380,"Urgent","allagenttickets.urgent"
"pages\AllAgentTicketsPage.tsx",395,"Agent Tickets","allagenttickets.agent_tickets"
"pages\AllAgentTicketsPage.tsx",416,"Error Loading Agents","allagenttickets.error_loading_agents"
"pages\AllAgentTicketsPage.tsx",423,"Retry Loading Agents","allagenttickets.retry_loading_agents"
"pages\AllAgentTicketsPage.tsx",430,"No tickets found","allagenttickets.no_tickets_found"
"pages\AllAgentTicketsPage.tsx",313,"Search tickets...","allagenttickets.search_tickets"
"pages\AllAgentTicketsPage.tsx",356,"All statuses","allagenttickets.all_statuses"
"pages\AllAgentTicketsPage.tsx",373,"All priorities","allagenttickets.all_priorities"
"pages\AllAgentTicketsPage.tsx",228,"Button","allagenttickets.button"
"pages\AllAgentTicketsPage.tsx",300,"span","allagenttickets.span"
"pages\AllAgentTicketsPage.tsx",395,"span","allagenttickets.span"
"pages\AllAgentTicketsPage.tsx",423,"Button","allagenttickets.button"
"pages\AllAgentTicketsPage.tsx",82,"Error loading agent tickets:","allagenttickets.error_loading_agent_tickets"
"pages\AllAgentTicketsPage.tsx",82,"Error loading agent tickets:","allagenttickets.error_loading_agent_tickets"
"pages\AnalyticsPage.tsx",35,"Access Restricted","analytics.access_restricted"
"pages\AnalyticsPage.tsx",42,"Contact your administrator","analytics.contact_your_administrator"
"pages\AnalyticsPage.tsx",71,"Advanced Analytics","analytics.advanced_analytics"
"pages\AnalyticsPage.tsx",99,"Live Data","analytics.live_data"
"pages\AnalyticsPage.tsx",131,"Performance Overview","analytics.performance_overview"
"pages\AnalyticsPage.tsx",134,"Key metrics and performance indicators at a glance","analytics.key_metrics_and_performance_in"
"pages\AnalyticsPage.tsx",156,"Advanced KPIs & Metrics","analytics.advanced_kpis_metrics"
"pages\AnalyticsPage.tsx",159,"Detailed performance metrics and trend analysis","analytics.detailed_performance_metrics_a"
"pages\AnalyticsPage.tsx",176,"Visual Analytics & Charts","analytics.visual_analytics_charts"
"pages\AnalyticsPage.tsx",179,"Interactive charts and visual data representations","analytics.interactive_charts_and_visual_"
"pages\AnalyticsPage.tsx",200,"Analytics Insights","analytics.analytics_insights"
"pages\AnalyticsPage.tsx",99,"span","analytics.span"
"pages\ChangeLog.tsx",245,"Back","changelog.back"
"pages\ChangeLog.tsx",250,"Change Log","changelog.change_log"
"pages\ChangeLog.tsx",253,"Track all updates, improvements, and fixes to the Analy-Ticket system","changelog.track_all_updates_improvements"
"pages\ChangeLog.tsx",245,"Button","changelog.button"
"pages\DashboardPage.tsx",18,"Dashboard & Analytics","dashboard.dashboard_analytics"
"pages\DashboardPage.tsx",36,"Legacy Analytics & KPIs","dashboard.legacy_analytics_kpis"
"pages\DebugPage.tsx",15,"Debug & Testes","debug.debug_testes"
"pages\DebugPage.tsx",18,"Ferramentas para debug e teste do sistema de notificações","debug.ferramentas_para_debug_e_teste"
"pages\DebugPage.tsx",27,"Toast System","debug.toast_system"
"pages\DebugPage.tsx",28,"Toasts","debug.toasts"
"pages\DebugPage.tsx",32,"Debug Notificações","debug.debug_notificaes"
"pages\DebugPage.tsx",33,"Debug","debug.debug"
"pages\DebugPage.tsx",37,"Testador","debug.testador"
"pages\DebugPage.tsx",38,"Test","debug.test"
"pages\DebugPage.tsx",27,"span","debug.span"
"pages\DebugPage.tsx",28,"span","debug.span"
"pages\DebugPage.tsx",32,"span","debug.span"
"pages\DebugPage.tsx",33,"span","debug.span"
"pages\DebugPage.tsx",37,"span","debug.span"
"pages\DebugPage.tsx",38,"span","debug.span"
"pages\ForgotPassword.tsx",144,"Email","forgotpassword.email"
"pages\ForgotPassword.tsx",114,"Analy-Ticket","forgotpassword.analyticket"
"pages\Index.tsx",81,"🔍 Current activeTab:","index._current_activetab"
"pages\Index.tsx",91,"🎫 Create Ticket called from sidebar","index._create_ticket_called_from_sid"
"pages\Index.tsx",108,"🎫 Create Ticket button clicked in Index (header)","index._create_ticket_button_clicked_"
"pages\Index.tsx",109,"🔍 Current isCreateDialogOpen state:","index._current_iscreatedialogopen_st"
"pages\Index.tsx",111,"✅ setIsCreateDialogOpen(true) called","index._setiscreatedialogopentrue_cal"
"pages\Index.tsx",230,"🎫 Create Ticket button clicked in Index (header)","index._create_ticket_button_clicked_"
"pages\Index.tsx",231,"🔍 Current isCreateDialogOpen state:","index._current_iscreatedialogopen_st"
"pages\Index.tsx",233,"✅ setIsCreateDialogOpen(true) called","index._setiscreatedialogopentrue_cal"
"pages\Login.tsx",114,"Login","login.login"
"pages\Login.tsx",128,"Email","login.email"
"pages\Login.tsx",145,"Senha","login.senha"
"pages\Login.tsx",98,"Analy-Ticket","login.analyticket"
"pages\Login.tsx",70,"Erro ao limpar conflitos:","login.erro_ao_limpar_conflitos_"
"pages\NotFound.tsx",10,"404 Error: User attempted to access non-existent route:","notfound.404_error_user_attempted_to_ac"
"pages\NotFound.tsx",10,"404 Error: User attempted to access non-existent route:","notfound.404_error_user_attempted_to_ac"
"pages\Notifications.tsx",123,"Notifications","notifications.notifications"
"pages\Notifications.tsx",126,"Manage your system notifications","notifications.manage_your_system_notificatio"
"pages\Notifications.tsx",140,"Update","notifications.update"
"pages\Notifications.tsx",141,"Update","notifications.update"
"pages\Notifications.tsx",163,"Total","notifications.total"
"pages\Notifications.tsx",173,"Unread","notifications.unread"
"pages\Notifications.tsx",185,"Read","notifications.read"
"pages\Notifications.tsx",200,"Filters","notifications.filters"
"pages\Notifications.tsx",207,"Status","notifications.status"
"pages\Notifications.tsx",213,"All","notifications.all"
"pages\Notifications.tsx",214,"Unread","notifications.unread"
"pages\Notifications.tsx",215,"Read","notifications.read"
"pages\Notifications.tsx",221,"Type","notifications.type"
"pages\Notifications.tsx",227,"All types","notifications.all_types"
"pages\Notifications.tsx",140,"span","notifications.span"
"pages\Notifications.tsx",141,"span","notifications.span"
"pages\Notifications.tsx",101,"All notifications marked as read","notifications.all_notifications_marked_as_re"
"pages\Notifications.tsx",108,"Notification removed","notifications.notification_removed"
"pages\Notifications.tsx",114,"Notifications updated","notifications.notifications_updated"
"pages\Notifications.tsx",38,"🎭 Auto-opening feedback popup for ticket:","notifications._autoopening_feedback_popup_fo"
"pages\Notifications.tsx",67,"🔔 Notification clicked:","notifications._notification_clicked"
"pages\Notifications.tsx",80,"🔔 Opening feedback popup for ticket:","notifications._opening_feedback_popup_for_ti"
"pages\Notifications.tsx",85,"🔔 Navigating for feedback_received","notifications._navigating_for_feedbackreceiv"
"pages\Notifications.tsx",89,"🔔 Default navigation for type:","notifications._default_navigation_for_type"
"pages\Notifications.tsx",94,"🔔 No ticket ID available","notifications._no_ticket_id_available"
"pages\Profile.tsx",704,"Your recent ticket activities will appear here","profile.your_recent_ticket_activities_"
"pages\Profile.tsx",766,"Name","profile.name"
"pages\Profile.tsx",775,"Avatar URL","profile.avatar_url"
"pages\Profile.tsx",782,"Use the camera button on your avatar for advanced editing features","profile.use_the_camera_button_on_your_"
"pages\Profile.tsx",809,"New Password","profile.new_password"
"pages\Profile.tsx",830,"Confirm Password","profile.confirm_password"
"pages\Profile.tsx",771,"Enter your full name","profile.enter_your_full_name"
"pages\Profile.tsx",780,"Enter avatar URL","profile.enter_avatar_url"
"pages\Profile.tsx",816,"Enter new password","profile.enter_new_password"
"pages\Profile.tsx",836,"Confirm new password","profile.confirm_new_password"
"pages\Profile.tsx",146,"Error loading recent activities:","profile.error_loading_recent_activitie"
"pages\Profile.tsx",151,"Error loading user data:","profile.error_loading_user_data"
"pages\Profile.tsx",186,"Error loading preferences:","profile.error_loading_preferences"
"pages\Profile.tsx",221,"Avatar updated successfully!","profile.avatar_updated_successfully"
"pages\Profile.tsx",227,"Failed to update avatar","profile.failed_to_update_avatar"
"pages\Profile.tsx",230,"Error updating avatar:","profile.error_updating_avatar"
"pages\Profile.tsx",231,"Failed to update avatar","profile.failed_to_update_avatar"
"pages\Profile.tsx",259,"❌ Error updating profile:","profile._error_updating_profile"
"pages\Profile.tsx",289,"Error changing password:","profile.error_changing_password"
"pages\Profile.tsx",310,"Error saving preferences:","profile.error_saving_preferences"
"pages\Profile.tsx",146,"Error loading recent activities:","profile.error_loading_recent_activitie"
"pages\Profile.tsx",151,"Error loading user data:","profile.error_loading_user_data"
"pages\Profile.tsx",186,"Error loading preferences:","profile.error_loading_preferences"
"pages\Profile.tsx",230,"Error updating avatar:","profile.error_updating_avatar"
"pages\Profile.tsx",259,"❌ Error updating profile:","profile._error_updating_profile"
"pages\Profile.tsx",289,"Error changing password:","profile.error_changing_password"
"pages\Profile.tsx",310,"Error saving preferences:","profile.error_saving_preferences"
"pages\Register.tsx",148,"Email","register.email"
"pages\Register.tsx",280,"Fazer login","register.fazer_login"
"pages\Register.tsx",101,"Analy-Ticket","register.analyticket"
